respondent_id,segment_id,segment_name,variant_id,variant_name,latent_profile,q09_democracy_problem,q11_personal_impression,q12_public_impression,q13_unfair_advantage,q14_democratic_expression,q15a_corruption,q15b_effectiveness,q15c_resources
sample_zh_teds2018_se01_reform_youth___base___0123,reform_youth,改革導向青年選民,,base,promoter,新聞政治報導不公正,不好,不好,有點不同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0124,reform_youth,改革導向青年選民,,base,promoter,有太多政二代,不好,沒差,非常同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0125,reform_youth,改革導向青年選民,,base,promoter,貪腐問題,沒差,不好,非常同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0126,reform_youth,改革導向青年選民,,base,mainstream,政治人物不太關心一般民眾的需求,沒差,不好,有點同意,非常同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0127,reform_youth,改革導向青年選民,,base,promoter,新聞政治報導不公正,不好,沒差,有點同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0128,reform_youth,改革導向青年選民,,base,skeptical,有太多政二代,不好,不好,有點同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0129,reform_youth,改革導向青年選民,,base,promoter,政治人物不太關心一般民眾的需求,不好,沒差,有點同意,非常不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0130,reform_youth,改革導向青年選民,,base,skeptical,有太多政二代,不好,好,非常同意,有點不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0131,reform_youth,改革導向青年選民,,base,promoter,有太多政二代,好,沒差,非常同意,有點不同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0132,reform_youth,改革導向青年選民,,base,promoter,有太多政二代,不好,不好,有點不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0133,reform_youth,改革導向青年選民,,base,skeptical,新聞政治報導不公正,不好,沒差,有點不同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0134,reform_youth,改革導向青年選民,,base,skeptical,有太多政二代,不好,不好,非常不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0135,reform_youth,改革導向青年選民,,base,skeptical,有太多政二代,不好,不好,非常不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0136,reform_youth,改革導向青年選民,,base,mainstream,新聞政治報導不公正,好,好,有點不同意,非常不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0137,reform_youth,改革導向青年選民,,base,skeptical,有太多政二代,沒差,不好,有點不同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0138,reform_youth,改革導向青年選民,,base,skeptical,貪腐問題,不好,沒差,非常不同意,非常同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0139,reform_youth,改革導向青年選民,,base,skeptical,有太多政二代,沒差,不好,有點不同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0140,reform_youth,改革導向青年選民,,base,promoter,政黨對立太嚴重,不好,沒差,非常同意,有點同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0141,reform_youth,改革導向青年選民,,base,promoter,有太多政二代,不好,沒差,非常同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0142,reform_youth,改革導向青年選民,,base,promoter,政治人物不太關心一般民眾的需求,好,沒差,有點同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0143,reform_youth,改革導向青年選民,,base,promoter,新聞政治報導不公正,不好,沒差,非常同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0144,reform_youth,改革導向青年選民,,base,promoter,政黨對立太嚴重,不好,沒差,有點不同意,有點同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0145,reform_youth,改革導向青年選民,,base,promoter,新聞政治報導不公正,不好,沒差,有點同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0146,reform_youth,改革導向青年選民,,base,skeptical,有太多政二代,好,不好,非常不同意,非常同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0147,reform_youth,改革導向青年選民,,base,mainstream,有太多政二代,沒差,不好,有點同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0148,reform_youth,改革導向青年選民,,base,skeptical,政黨對立太嚴重,不好,沒差,有點不同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0149,reform_youth,改革導向青年選民,,base,mainstream,宗教團體對政治的影響力太大,不好,不好,有點同意,有點同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0150,reform_youth,改革導向青年選民,,base,skeptical,貪腐問題,不好,好,有點同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0151,reform_youth,改革導向青年選民,,base,skeptical,政治人物不太關心一般民眾的需求,沒差,好,非常不同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0152,reform_youth,改革導向青年選民,,base,skeptical,有太多政二代,不好,好,有點不同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0153,reform_youth,改革導向青年選民,,base,promoter,貪腐問題,沒差,沒差,有點同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0154,reform_youth,改革導向青年選民,,base,mainstream,新聞政治報導不公正,沒差,不好,有點不同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0155,reform_youth,改革導向青年選民,,base,promoter,政黨對立太嚴重,不好,沒差,非常同意,非常同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0156,reform_youth,改革導向青年選民,,base,skeptical,政治人物不太關心一般民眾的需求,好,不好,有點同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0157,reform_youth,改革導向青年選民,,base,promoter,貪腐問題,沒差,沒差,非常同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0158,reform_youth,改革導向青年選民,,base,skeptical,有太多政二代,不好,好,非常不同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0159,reform_youth,改革導向青年選民,,base,skeptical,新聞政治報導不公正,好,不好,有點不同意,非常同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0160,reform_youth,改革導向青年選民,,base,promoter,政黨對立太嚴重,不好,不好,有點同意,非常不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0161,reform_youth,改革導向青年選民,,base,skeptical,街頭抗議太多,不好,沒差,非常不同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0162,reform_youth,改革導向青年選民,,base,mainstream,有太多政二代,不好,好,有點不同意,有點不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0163,reform_youth,改革導向青年選民,,base,skeptical,有太多政二代,沒差,好,有點同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0164,reform_youth,改革導向青年選民,,base,promoter,有太多政二代,沒差,沒差,非常同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0165,reform_youth,改革導向青年選民,,base,skeptical,新聞政治報導不公正,沒差,不好,非常不同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0166,reform_youth,改革導向青年選民,,base,skeptical,宗教團體對政治的影響力太大,不好,好,非常同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0167,reform_youth,改革導向青年選民,,base,skeptical,貪腐問題,不好,沒差,有點同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0168,reform_youth,改革導向青年選民,,base,promoter,有太多政二代,不好,不好,有點同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0169,reform_youth,改革導向青年選民,,base,skeptical,新聞政治報導不公正,不好,沒差,有點同意,非常同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0170,reform_youth,改革導向青年選民,,base,mainstream,政治人物不太關心一般民眾的需求,不好,沒差,有點不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0171,reform_youth,改革導向青年選民,,base,promoter,有太多政二代,沒差,沒差,非常同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0172,reform_youth,改革導向青年選民,,base,mainstream,有太多政二代,沒差,好,有點不同意,非常同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0173,reform_youth,改革導向青年選民,,base,skeptical,新聞政治報導不公正,不好,不好,有點不同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0174,reform_youth,改革導向青年選民,,base,skeptical,有太多政二代,不好,不好,有點同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0175,reform_youth,改革導向青年選民,,base,mainstream,政黨對立太嚴重,沒差,沒差,有點不同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0176,reform_youth,改革導向青年選民,,base,promoter,政治人物不太關心一般民眾的需求,不好,沒差,有點同意,有點同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0177,reform_youth,改革導向青年選民,,base,mainstream,有太多政二代,不好,不好,非常不同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0178,reform_youth,改革導向青年選民,,base,skeptical,貪腐問題,沒差,好,有點同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0179,reform_youth,改革導向青年選民,,base,promoter,有太多政二代,不好,沒差,有點同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0180,reform_youth,改革導向青年選民,,base,skeptical,有太多政二代,不好,好,非常不同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0181,reform_youth,改革導向青年選民,,base,mainstream,有太多政二代,不好,不好,非常同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0182,reform_youth,改革導向青年選民,,base,promoter,有太多政二代,沒差,不好,有點同意,非常同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0183,reform_youth,改革導向青年選民,,base,promoter,有太多政二代,沒差,沒差,非常不同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0184,reform_youth,改革導向青年選民,,base,skeptical,有太多政二代,不好,不好,有點不同意,非常同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0185,reform_youth,改革導向青年選民,,base,skeptical,有太多政二代,好,好,有點同意,非常同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0186,reform_youth,改革導向青年選民,,base,skeptical,新聞政治報導不公正,不好,沒差,有點不同意,有點不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0187,reform_youth,改革導向青年選民,,base,skeptical,有太多政二代,不好,不好,有點同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0188,reform_youth,改革導向青年選民,,base,promoter,新聞政治報導不公正,沒差,不好,有點不同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0189,reform_youth,改革導向青年選民,,base,promoter,有太多政二代,好,好,有點同意,非常不同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0190,reform_youth,改革導向青年選民,,base,mainstream,政治人物不太關心一般民眾的需求,沒差,沒差,非常不同意,非常不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_reform_youth___base___0191,reform_youth,改革導向青年選民,,base,promoter,貪腐問題,不好,沒差,有點同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0000,local_pragmatists,地方務實型選民,,base,promoter,貪腐問題,好,沒差,有點同意,有點不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0001,local_pragmatists,地方務實型選民,,base,promoter,貪腐問題,不好,好,有點不同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0002,local_pragmatists,地方務實型選民,,base,skeptical,政黨對立太嚴重,好,沒差,非常同意,非常不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0003,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,沒差,不好,有點同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0004,local_pragmatists,地方務實型選民,,base,promoter,政黨對立太嚴重,沒差,沒差,有點不同意,非常同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0005,local_pragmatists,地方務實型選民,,base,promoter,政黨對立太嚴重,沒差,不好,非常同意,有點不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0006,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,沒差,好,非常不同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0007,local_pragmatists,地方務實型選民,,base,skeptical,新聞政治報導不公正,沒差,不好,有點同意,有點同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0008,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,好,不好,非常不同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0009,local_pragmatists,地方務實型選民,,base,mainstream,街頭抗議太多,沒差,不好,有點同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0010,local_pragmatists,地方務實型選民,,base,promoter,新聞政治報導不公正,沒差,沒差,非常不同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0011,local_pragmatists,地方務實型選民,,base,skeptical,街頭抗議太多,不好,沒差,有點不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0012,local_pragmatists,地方務實型選民,,base,promoter,有太多政二代,好,不好,非常同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0013,local_pragmatists,地方務實型選民,,base,mainstream,有太多政二代,好,好,非常同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0014,local_pragmatists,地方務實型選民,,base,skeptical,政黨對立太嚴重,好,不好,有點同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0015,local_pragmatists,地方務實型選民,,base,mainstream,政治人物不太關心一般民眾的需求,不好,好,有點不同意,非常不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0016,local_pragmatists,地方務實型選民,,base,promoter,新聞政治報導不公正,沒差,沒差,有點不同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0017,local_pragmatists,地方務實型選民,,base,promoter,有太多政二代,好,不好,有點同意,非常不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0018,local_pragmatists,地方務實型選民,,base,skeptical,政黨對立太嚴重,好,好,有點不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0019,local_pragmatists,地方務實型選民,,base,skeptical,街頭抗議太多,好,好,有點不同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0020,local_pragmatists,地方務實型選民,,base,promoter,新聞政治報導不公正,好,好,有點不同意,有點同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0021,local_pragmatists,地方務實型選民,,base,mainstream,宗教團體對政治的影響力太大,沒差,沒差,非常同意,有點不同意,不具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0022,local_pragmatists,地方務實型選民,,base,skeptical,政黨對立太嚴重,沒差,好,有點同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0023,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,不好,好,有點不同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0024,local_pragmatists,地方務實型選民,,base,promoter,有太多政二代,不好,沒差,有點同意,非常不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0025,local_pragmatists,地方務實型選民,,base,mainstream,政黨對立太嚴重,不好,沒差,有點同意,非常同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0026,local_pragmatists,地方務實型選民,,base,promoter,貪腐問題,不好,沒差,有點不同意,有點不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0027,local_pragmatists,地方務實型選民,,base,skeptical,有太多政二代,好,不好,非常不同意,非常同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0028,local_pragmatists,地方務實型選民,,base,mainstream,有太多政二代,好,好,非常同意,有點不同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0029,local_pragmatists,地方務實型選民,,base,promoter,政黨對立太嚴重,沒差,不好,有點不同意,有點不同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0030,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,好,沒差,有點不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0031,local_pragmatists,地方務實型選民,,base,skeptical,新聞政治報導不公正,不好,不好,有點不同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0032,local_pragmatists,地方務實型選民,,base,promoter,貪腐問題,不好,不好,有點同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0033,local_pragmatists,地方務實型選民,,base,mainstream,宗教團體對政治的影響力太大,好,不好,有點同意,非常同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0034,local_pragmatists,地方務實型選民,,base,promoter,有太多政二代,沒差,沒差,有點同意,有點同意,不具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0035,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,沒差,沒差,有點同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0036,local_pragmatists,地方務實型選民,,base,promoter,宗教團體對政治的影響力太大,不好,不好,非常同意,有點同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0037,local_pragmatists,地方務實型選民,,base,promoter,街頭抗議太多,好,沒差,非常同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0038,local_pragmatists,地方務實型選民,,base,promoter,有太多政二代,沒差,沒差,非常同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0039,local_pragmatists,地方務實型選民,,base,promoter,宗教團體對政治的影響力太大,沒差,沒差,非常不同意,非常不同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0040,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,不好,不好,有點不同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0041,local_pragmatists,地方務實型選民,,base,skeptical,新聞政治報導不公正,不好,好,非常不同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0042,local_pragmatists,地方務實型選民,,base,promoter,政黨對立太嚴重,好,好,非常不同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0043,local_pragmatists,地方務實型選民,,base,skeptical,有太多政二代,沒差,好,有點同意,非常不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0044,local_pragmatists,地方務實型選民,,base,skeptical,有太多政二代,好,不好,有點不同意,有點不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0045,local_pragmatists,地方務實型選民,,base,promoter,貪腐問題,好,沒差,非常同意,非常不同意,具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0046,local_pragmatists,地方務實型選民,,base,skeptical,街頭抗議太多,沒差,好,有點同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0047,local_pragmatists,地方務實型選民,,base,skeptical,政治人物不太關心一般民眾的需求,好,不好,有點不同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0048,local_pragmatists,地方務實型選民,,base,promoter,政治人物不太關心一般民眾的需求,不好,沒差,有點同意,非常同意,不具有政治家庭背景的人,具有政治家庭背景的人,具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0049,local_pragmatists,地方務實型選民,,base,promoter,有太多政二代,好,沒差,有點不同意,非常不同意,不具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0050,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,不好,沒差,有點同意,有點同意,具有政治家庭背景的人,具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0051,local_pragmatists,地方務實型選民,,base,skeptical,貪腐問題,不好,不好,非常同意,有點不同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
sample_zh_teds2018_se01_local_pragmatists___base___0052,local_pragmatists,地方務實型選民,,base,mainstream,有太多政二代,不好,不好,有點同意,有點同意,具有政治家庭背景的人,不具有政治家庭背景的人,不具有政治家庭背景的人
